h,k,l,mag(G),S,I,d,2theta
-3,-3,4,9.060301813915778,-1.2736326711132473e-14j,1.6221401809270652e-28,0.07654107162914683,-4
-3,-2,-5,9.578444888595573,6.368163355566237e-15j,4.0553504523176635e-29,0.06848411672081559,-4
-3,-2,-4,8.367624935038265,9.552245033349356e-15j,9.124538517714744e-29,0.08973780811693077,-4
-3,-2,-3,7.288103757864193,6.368163355566237e-15j,4.0553504523176635e-29,0.11829074706322691,126.6313399935365
-3,-2,-2,6.406600852216624,9.552245033349354e-15j,9.12453851771474e-29,0.15308214325829367,103.52005788600111
-3,-2,-1,5.8138955388069995,6.368163355566236e-15j,4.055350452317663e-29,0.18588545967078515,90.9201441936598
-3,-2,0,5.602409923863626,9.552245033349354e-15j,9.12453851771474e-29,0.20018434118392248,86.76010085356914
-3,-2,1,5.8138955388069995,6.368163355566236e-15j,4.055350452317663e-29,0.18588545967078515,90.9201441936598
-3,-2,2,6.406600852216624,9.552245033349354e-15j,9.12453851771474e-29,0.15308214325829367,103.52005788600111
-3,-2,3,7.288103757864193,6.368163355566236e-15j,4.055350452317663e-29,0.11829074706322691,126.6313399935365
-3,-2,4,8.367624935038265,9.552245033349354e-15j,9.12453851771474e-29,0.08973780811693077,-4
-3,-1,-5,9.19257599046099,(52-2.865673510004806e-14j),2704.0,0.07435418386831405,-4
-3,-1,-4,7.923004096301559,1.2736326711132471e-14j,1.6221401809270647e-28,0.10009217059196124,152.4944927369345
-3,-1,-3,6.772983333947555,(52-2.228857174448183e-14j),2704.0,0.13696823344163117,112.26785464921335
-3,-1,-2,5.8138955388069995,6.368163355566236e-15j,4.055350452317663e-29,0.18588545967078515,90.9201441936598
-3,-1,-1,5.15346758917693,(52-1.592040838891559e-14j),2704.0,0.23658149412645382,78.36548143191587
-3,-1,0,4.913638551169877,0j,0.0,0.26023964353909923,74.0830528089134
-3,-1,1,5.15346758917693,(52-9.552245033349354e-15j),2704.0,0.23658149412645382,78.36548143191587
-3,-1,2,5.8138955388069995,-6.368163355566236e-15j,4.055350452317663e-29,0.18588545967078515,90.9201441936598
-3,-1,3,6.772983333947555,(52-3.184081677783118e-15j),2704.0,0.13696823344163117,112.26785464921335
-3,-1,4,7.923004096301559,-1.2736326711132473e-14j,1.6221401809270652e-28,0.10009217059196124,152.4944927369345
-3,0,-5,9.060301813915778,0j,0.0,0.07654107162914683,-4
-3,0,-4,7.769144710253312,9.552245033349354e-15j,9.12453851771474e-29,0.10409585741563969,144.5271713543728
-3,0,-3,6.592337890367654,0j,0.0,0.14457757974394403,107.84008688254401
-3,0,-2,5.602409923863626,9.552245033349354e-15j,9.12453851771474e-29,0.20018434118392248,86.76010085356914
-3,0,-1,4.913638551169877,0j,0.0,0.26023964353909923,74.0830528089134
-3,0,0,4.661486826151987,9.552245033349354e-15j,9.12453851771474e-29,0.28915515948788806,69.70710733255406
-3,0,1,4.913638551169877,0j,0.0,0.26023964353909923,74.0830528089134
-3,0,2,5.602409923863626,9.552245033349354e-15j,9.12453851771474e-29,0.20018434118392248,86.76010085356914
